id,Mk,Cn,e (g/km),Ft,Column1,e (g/m)
18420,FORD,FIESTA-/-1.0-/-92-S-3-VR,99,PETROL,,0.099
18421,FORD,FIESTA-/-1.0-/-92-S-5-VR,99,PETROL,,0.099
18422,FORD,FIESTA-/-1.25-/-3-VR,122,PETROL,,0.122
18426,FORD,FIESTA-/-1.25-/-5-VR,122,PETROL,,0.122
18432,FORD,FIESTA-/-1.4-/-3-VR,130,PETROL,,0.13
18434,FORD,FIESTA-/-1.4-/-5-VR,130,PETROL,,0.13
18436,FORD,FIESTA-/-1.5-/-55-TDCI-3-VR,94,Diesel,,0.094
18439,FORD,FIESTA-/-1.5-/-55-TDCI-5-VR,94,Diesel,,0.094
18443,FORD,FIESTA-/-1.5-/-70-TDCI-3-VR,94,Diesel,,0.094
18444,FORD,FIESTA-/-1.5-/-70-TDCI-5-VR-S,82,Diesel,,0.082
18446,FORD,FIESTA-/-1.5-/-DV5-5-VR,98,Diesel,,0.098
18447,FORD,FIESTA-/-1.6-/-ST,138,PETROL,,0.138
392918,FORD,FIESTA/ECON.1.5TD/70KW,82,Diesel,,0.082
392921,FORD,"FIESTA/TREND/1,5TD/70KW/",94,Diesel,,0.094
292594,FORD,FIESTA-1.5-D-VAN,94,DIESEL,,0.094
374865,FORD,FIESTA-2014MY,114,PETROL,,0.114
388611,FORD,FIESTA-3T/TIT.1.0ECO/59,99,PETROL,,0.099
388620,FORD,FIESTA-3T/TIT.1.0ECOB/74,99,PETROL,,0.099
388642,FORD,"FIESTA-3-TREND-1,25I/44KW",122,PETROL,,0.122
388619,FORD,"FIESTA-3T-TITANIUM-1,0I",99,PETROL,,0.099
388643,FORD,"FIESTA-3T-TREND-1,25/44KW",122,PETROL,,0.122
388653,FORD,"FIESTA-3T-TREND-1,5D",98,Diesel,,0.098
388655,FORD,FIESTA-5T/TIT.1.0/48/M5,99,PETROL,,0.099
388610,FORD,"FIESTA-5T-EASY-1,0I/59KW",99,PETROL,,0.099
388654,FORD,"FIESTA-5T-EASY-1,5D/55KW",98,Diesel,,0.098
388666,FORD,FIESTA-5T-TIT.1.5TD-55KW,89,Diesel,,0.089
392915,FORD,"FIESTA-5T-TITAN-1,5D/70KW",82,Diesel,,0.082
388624,FORD,"FIESTA-5T-TITANIUM-1,0I",99,PETROL,,0.099
392911,FORD,"FIESTA-5T-TR.-1,5D/55KW",94,Diesel,,0.094
392916,FORD,"FIESTA-5T-TR.ECO-1,5/70KW",82,Diesel,,0.082
388658,FORD,"FIESTA-5T-TREND-1,0/48KW",99,PETROL,,0.099
388615,FORD,"FIESTA-5T-TREND-1,0/59KW",99,PETROL,,0.099
388657,FORD,"FIESTA-5T-TREND-1,0I/48KW",99,PETROL,,0.099
388614,FORD,"FIESTA-5T-TREND-1,0I/59KW",99,PETROL,,0.099
388648,FORD,"FIESTA-5T-TREND-1,25/44KW",122,PETROL,,0.122
388645,FORD,"FIESTA-AMB./1,25/44KW/M5",122,PETROL,,0.122
388647,FORD,FIESTA-AMB.1.25L/44KW,122,PETROL,,0.122
334048,FORD,FIESTA-BASE,122,PETROL,,0.122
392924,FORD,"FIESTA-BLACK-ED-1,0/103KW",104,PETROL,,0.104
392920,FORD,"FIESTA-BLACK-ED-1,5/70KW",94,Diesel,,0.094
226040,FORD,FIESTA-FINESSE-SEMI-AUTO,122,PETROL,,0.122
263815,FORD,FIESTA-FREEDOM,129,diesel,,0.129
212398,FORD,FIESTA-JA8,99,PETROL,,0.099
212232,FORD,FIESTA--JA8,94,Diesel,,0.094
276849,FORD,FIESTA-LX-SEMI-AUTO,108,PETROL,,0.108
374930,FORD,FIESTA-MCA,122,PETROL,,0.122
374863,FORD,FIESTA-MCA-2013,138,PETROL,,0.138
392925,FORD,"FIESTA-RED-ED-1,0/103KW",104,PETROL,,0.104
352183,FORD,FIESTA-ST,138,PETROL,,0.138
388594,FORD,"FIESTA-ST-1,6I",138,PETROL,,0.138
388595,FORD,"FIESTA-ST-1,6L/134KW",138,PETROL,,0.138
388596,FORD,FIESTA-ST-134KW,138,PETROL,,0.138
388598,FORD,FIESTA-ST-134KW/M6,138,PETROL,,0.138
352182,FORD,FIESTA-ST200,140,PETROL,,0.14
388600,FORD,"FIESTA-ST200/1,6ECO/147KW",140,PETROL,,0.14
388601,FORD,FIESTA-ST200/147KW/M6,140,PETROL,,0.14
390571,FORD,FIESTA-ST-2-TURBO,141,PETROL,,0.141
440451,FORD,FIESTA-ST-3-TURBO,141,PETROL,,0.141
392926,FORD,"FIESTA-STL./1,0ECO/103/M5",104,PETROL,,0.104
392927,FORD,FIESTA-STL.1.0ECO/103/M5,104,PETROL,,0.104
388609,FORD,FIESTA-STL.1.0ECO/92/M5,99,PETROL,,0.099
392922,FORD,FIESTA-STL.1.5TD/70KW,94,Diesel,,0.094
270567,FORD,FIESTA-ST-LINE,104,PETROL,,0.104
283633,FORD,FIESTA-ST-LINE-BLACK-EDITION,104,PETROL,,0.104
270568,FORD,FIESTA-ST-LINE-RED-EDITION,104,PETROL,,0.104
2702,FORD,FIESTA-ST-LINE-TDCI,94,diesel,,0.094
315258,FORD,FIESTA-ST-TURBO,138,PETROL,,0.138
276912,FORD,FIESTA-STUDIO,122,PETROL,,0.122
452583,FORD,FIESTA-STUDIO-TDCI-70,176,PETROL,,0.176
289049,FORD,FIESTA-STYLE,122,PETROL,,0.122
346853,FORD,FIESTA-STYLE-ECONETIC-TDCI,85,diesel,,0.085
309559,FORD,FIESTA-STYLE-TDCI,98,diesel,,0.098
327830,FORD,FIESTA-TDCI,94,diesel,,0.094
392928,FORD,FIESTA-TIT.1.0ECO/103/M5,104,PETROL,,0.104
388627,FORD,FIESTA-TIT.1.0ECO/74KW,99,PETROL,,0.099
388622,FORD,FIESTA-TIT.1.0ECO/74KW/M5,99,PETROL,,0.099
388629,FORD,FIESTA-TIT.1.0ECO/74KW/PS,114,PETROL,,0.114
388603,FORD,FIESTA-TIT.1.0ECO/92/M5,99,PETROL,,0.099
388605,FORD,FIESTA-TIT.1.0ECO/92KW/M5,99,PETROL,,0.099
392910,FORD,FIESTA-TIT.1.5TD/55/M5,94,Diesel,,0.094
392931,FORD,FIESTA-TIT.5T/1.0ECO/103,104,PETROL,,0.104
388634,FORD,FIESTA-TIT.5T/1.0ECO/74KW,114,PETROL,,0.114
388607,FORD,FIESTA-TIT.5T/1.0ECO/92,99,PETROL,,0.099
392913,FORD,FIESTA-TIT.ECO.1.5TD/70KW,82,Diesel,,0.082
388606,FORD,"FIESTA-TITAN.-5T-1,0/92KW",99,PETROL,,0.099
309557,FORD,FIESTA-TITANIUM,138,PETROL,,0.138
388633,FORD,FIESTA-TITANIUM-74KW,114,PETROL,,0.114
333999,FORD,FIESTA-TITANIUM-AUTO,138,PETROL,,0.138
295935,FORD,FIESTA-TITANIUM-ECONETIC-TDCI,82,diesel,,0.082
377049,FORD,FIESTA-TITANIUM-TDCI,99,PETROL,,0.099
334049,FORD,FIESTA-TITANIUM-TURBO,99,PETROL,,0.099
245266,FORD,FIESTA-TITANIUM-TURBO-AUTO,114,PETROL,,0.114
289112,FORD,FIESTA-TITANIUM-X,99,PETROL,,0.099
2699,FORD,FIESTA-TITANIUM-X-AUTO,114,PETROL,,0.114
334002,FORD,FIESTA-TITANIUM-X-TDCI,94,diesel,,0.094
315078,FORD,FIESTA-TITANUM-AUTO,114,PETROL,,0.114
388660,FORD,FIESTA-TR.1.0L/48/M5,99,PETROL,,0.099
388617,FORD,FIESTA-TR.1.0L/59/M5,99,PETROL,,0.099
388613,FORD,FIESTA-TR.1.0L/59KW/M5,99,PETROL,,0.099
388646,FORD,FIESTA-TR.1.25L/44KW,122,PETROL,,0.122
388640,FORD,FIESTA-TR.1.25L/60KW,122,PETROL,,0.122
388637,FORD,FIESTA-TR.1.25L/60KW/M5,122,PETROL,,0.122
392907,FORD,FIESTA-TR.1.5TD/55KW,89,Diesel,,0.089
388663,FORD,FIESTA-TR.1.5TD/55KW/M5,89,Diesel,,0.089
392917,FORD,FIESTA-TR.ECO-5T-1.5TD/70,82,Diesel,,0.082
392914,FORD,"FIESTA-TR.ECON.1,5TD/70KW",82,Diesel,,0.082
388662,FORD,"FIESTA-TREND/1,5TD/55KW",89,Diesel,,0.089
392909,FORD,"FIESTA-TREND-1,5D/55KW",94,Diesel,,0.094
388656,FORD,FIESTA-TREND1.0/48KW/M5,99,PETROL,,0.099
388644,FORD,FIESTA-TREND1.25/44KW,122,PETROL,,0.122
388659,FORD,FIESTA-TREND-5T-1.0/48KW,99,PETROL,,0.099
388616,FORD,FIESTA-TREND-5T-1.0/59KW,99,PETROL,,0.099
388650,FORD,FIESTA-TREND-5T-1.25/44KW,122,PETROL,,0.122
295930,FORD,FIESTA-ZETEC,138,PETROL,,0.138
276911,FORD,FIESTA-ZETEC-AUTO,138,PETROL,,0.138
283698,FORD,FIESTA-ZETEC-BLACK-EDIT-AUTUMN,122,PETROL,,0.122
334001,FORD,FIESTA-ZETEC-BLUE-EDIT-SPRING,122,PETROL,,0.122
239655,FORD,FIESTA-ZETEC-ECONETIC-TDCI,82,diesel,,0.082
340604,FORD,FIESTA-ZETEC-S,104,PETROL,,0.104
239652,FORD,FIESTA-ZETEC-S-BLACK-EDITION,104,PETROL,,0.104
309562,FORD,FIESTA-ZETEC-S-RED-EDITION,104,PETROL,,0.104
273380,FORD,FIESTA-ZETEC-S-TDCI,95,diesel,,0.095
300962,FORD,FIESTA-ZETEC-TDCI,98,diesel,,0.098
315083,FORD,FIESTA-ZETEC-TURBO,99,PETROL,,0.099
315257,FORD,FIESTA-ZETEC-TURBO-AUTO,114,PETROL,,0.114
239650,FORD,FIESTA-ZETEC-WHITE-EDIT-AUTUMN,122,PETROL,,0.122
270690,FORD,FIESTA-ZETEC-WHITE-EDIT-SPRING,122,PETROL,,0.122
319596,FORD,FOCUS,233,PETROL,,0.233
18448,FORD,FOCUS-/-1.0-/-74,115,PETROL,,0.115
18450,FORD,FOCUS-/-1.0-/-74-S,109,PETROL,,0.109
18464,FORD,FOCUS-/-1.0-/-92,110,PETROL,,0.11
18467,FORD,FOCUS-/-1.0-/-92-A6-S,125,PETROL,,0.125
18471,FORD,FOCUS-/-1.0-/-92-M6-S,110,PETROL,,0.11
18481,FORD,FOCUS-/-1.5-/-ECOBOOST-110-A6-S,140,PETROL,,0.14
18482,FORD,FOCUS-/-1.5-/-ECOBOOST-110-M6-S,128,PETROL,,0.128
18486,FORD,FOCUS-/-1.5-/-ECOBOOST-134-A6-S,140,PETROL,,0.14
18489,FORD,FOCUS-/-1.5-/-ECOBOOST-134-M6-S,128,PETROL,,0.128
18493,FORD,FOCUS-/-1.5-/-TDCI-70-M6-S,99,Diesel,,0.099
18498,FORD,FOCUS-/-1.5-/-TDCI-70-M6-S-AGS,98,Diesel,,0.098
18500,FORD,FOCUS-/-1.5-/-TDCI-77-ECO,88,Diesel,,0.088
18503,FORD,FOCUS-/-1.5-/-TDCI-88-A6-S,109,Diesel,,0.109
18506,FORD,FOCUS-/-1.5-/-TDCI-88-M6,105,Diesel,,0.105
18511,FORD,FOCUS-/-1.5-/-TDCI-88-M6-S,99,Diesel,,0.099
18517,FORD,FOCUS-/-1.5-/-TDCI-88-M6-S-AGS,98,Diesel,,0.098
18519,FORD,FOCUS-/-1.5-ECOBOOST-110-M6-S,127,PETROL,,0.127
18520,FORD,FOCUS-/-1.6-/-77,136,PETROL,,0.136
18521,FORD,FOCUS-/-1.6-/-92-A6,146,PETROL,,0.146
18522,FORD,FOCUS-/-1.6-/-TDCI-85-M6-S,109,Diesel,,0.109
18523,FORD,FOCUS-/-1.6-/-TDCI-95-DPF-M6-S,109,Diesel,,0.109
18524,FORD,FOCUS-/-2.0-/-TDCI-110-A6-S,115,Diesel,,0.115
18529,FORD,FOCUS-/-2.0-/-TDCI-110-M6-S,105,Diesel,,0.105
18537,FORD,FOCUS-/-2.0-/-TDCI-136-M6,110,Diesel,,0.11
388393,FORD,FOCUS-5T.TR.1.0ECO/74/M5,99,PETROL,,0.099
388443,FORD,"FOCUS-5T-AMB.-1,6TI/63KW",136,PETROL,,0.136
388425,FORD,FOCUS-5T-ST-2.0L/132KW,110,Diesel,,0.11
388383,FORD,FOCUS-5T-ST-2.0L/184KW,159,PETROL,,0.159
388468,FORD,"FOCUS-5T-TIT.-AUT-1,5/88",109,Diesel,,0.109
385113,FORD,"FOCUS-5T-TITANIUM-1,0I/92",108,PETROL,,0.108
388363,FORD,"FOCUS-5T-TITANIUM-1,5/110",140,PETROL,,0.14
388455,FORD,"FOCUS-5T-TITANIUM-1,5/88",98,Diesel,,0.098
388396,FORD,"FOCUS-5T-TITANIUM-1,6/70",109,Diesel,,0.109
388397,FORD,FOCUS-5T-TITANIUM-2.0/110,105,Diesel,,0.105
388329,FORD,"FOCUS-5T-TREND-1,0I/74KW",105,PETROL,,0.105
388306,FORD,FOCUS-5T-TREND-1.0/92KW,125,PETROL,,0.125
388392,FORD,FOCUS-5T-TREND-1.0L/74KW,99,PETROL,,0.099
388500,FORD,FOCUS-5T-TREND-1.5L/70KW,98,Diesel,,0.098
388454,FORD,FOCUS-5T-TREND-1.5L/88KW,98,Diesel,,0.098
388439,FORD,FOCUS-5T-TREND-1.6L/63KW,136,PETROL,,0.136
385103,FORD,FOCUS-5T-TREND-ECO-1.5L,88,Diesel,,0.088
297653,FORD,FOCUS-C---MAX,154,DIESEL,,0.154
385104,FORD,FOCUS-ECON.-1.5TD/77KW/M6,88,Diesel,,0.088
384882,FORD,"FOCUS-ECOSPORT-5T-1,6-DPF",115,Diesel,,0.115
327638,FORD,FOCUS-EDGE-TDCI-140,134,diesel,,0.134
297655,FORD,FOCUS-ELECTRIC,0,Electric,,0
325400,FORD,FOCUS-ELECTRIC,0,ELECTRIC,,0
374926,FORD,FOCUS-MCA,117,Diesel,,0.117
18916,FORD,FOCUS-RS-/-/,175,PETROL,,0.175
319594,FORD,FOCUS-SE,194,E85,,0.194
18919,FORD,FOCUS-ST-/-/-S,159,PETROL,,0.159
25234,FORD,FOCUS-ST-/-S,159,PETROL,,0.159
334273,FORD,FOCUS-ST-1-TDCI,110,diesel,,0.11
276894,FORD,FOCUS-ST-1-TURBO,159,PETROL,,0.159
375068,FORD,FOCUS-ST2,119,Diesel,,0.119
388385,FORD,FOCUS-ST-2.0-ECO/184KW,159,PETROL,,0.159
388426,FORD,FOCUS-ST-2.0TD/136KW,110,Diesel,,0.11
388430,FORD,FOCUS-ST-2.0TD/136KW-AUT,119,Diesel,,0.119
334184,FORD,FOCUS-ST-2-TDCI,110,diesel,,0.11
289039,FORD,FOCUS-ST-2-TDCI-AUTO,119,diesel,,0.119
276903,FORD,FOCUS-ST-2-TURBO,159,PETROL,,0.159
315239,FORD,FOCUS-ST-3,159,PETROL,,0.159
276865,FORD,FOCUS-ST-3-TDCI,110,diesel,,0.11
334187,FORD,FOCUS-ST-3-TDCI-AUTO,119,diesel,,0.119
289032,FORD,FOCUS-ST-3-TURBO,159,PETROL,,0.159
388483,FORD,"FOCUS-STL.1,5TD/88/PS",99,Diesel,,0.099
388423,FORD,"FOCUS-STL.2,0TD/110/PS",115,Diesel,,0.115
388304,FORD,"FOCUS-STL/1,0ECO/92/M6",108,PETROL,,0.108
388365,FORD,"FOCUS-STL/1,5ECO/110/A6",140,PETROL,,0.14
388359,FORD,"FOCUS-STL/1,5ECO/110/M6",127,PETROL,,0.127
388490,FORD,"FOCUS-STL/1,5TD/88/M6",98,Diesel,,0.098
388475,FORD,"FOCUS-STL/1,5TD/88/PS",99,Diesel,,0.099
276902,FORD,FOCUS-ST-LINE,128,PETROL,,0.128
315115,FORD,FOCUS-ST-LINE-AUTO,140,PETROL,,0.14
289108,FORD,FOCUS-ST-LINE-TDCI,99,diesel,,0.099
334282,FORD,FOCUS-ST-LINE-TDCI-AUTO,99,diesel,,0.099
388390,FORD,FOCUS-ST-TRAV.2.0ECO/184,159,PETROL,,0.159
388437,FORD,FOCUS-ST-TRAV.2.0TD/136,119,Diesel,,0.119
295927,FORD,FOCUS-STUDIO,139,PETROL,,0.139
2695,FORD,FOCUS-STYLE,139,PETROL,,0.139
226259,FORD,FOCUS-STYLE-AUTO,146,PETROL,,0.146
270639,FORD,FOCUS-STYLE-ECONETIC-TDCI,88,diesel,,0.088
273355,FORD,FOCUS-STYLE-TDCI,109,diesel,,0.109
245388,FORD,FOCUS-STYLE-TDCI-AUTO,125,PETROL,,0.125
388479,FORD,FOCUS-TI.1.5TD/88KW/TRAV.,99,Diesel,,0.099
388302,FORD,"FOCUS-TIT./1,0ECO/92/M6",108,PETROL,,0.108
388360,FORD,"FOCUS-TIT./1,5ECO/110/M6",127,PETROL,,0.127
388374,FORD,"FOCUS-TIT./1,5ECO/134/M6",127,PETROL,,0.127
388488,FORD,"FOCUS-TIT./1,5TD/88/M6",98,Diesel,,0.098
388400,FORD,"FOCUS-TIT./2,0TD/110/M6",105,Diesel,,0.105
388407,FORD,"FOCUS-TIT./2,0TD/110/PS",115,Diesel,,0.115
388404,FORD,FOCUS-TIT./2.0TD/110KW/5T,115,Diesel,,0.115
385105,FORD,FOCUS-TIT./ECON/77/M6,88,Diesel,,0.088
388327,FORD,FOCUS-TIT.1.0ECO/92/TRA,125,PETROL,,0.125
388307,FORD,FOCUS-TIT.1.0ECO/92KW/5T,125,PETROL,,0.125
388355,FORD,FOCUS-TIT.-1.5ECO/110,127,PETROL,,0.127
388373,FORD,FOCUS-TIT.1.5ECO/110/-TRA,140,PETROL,,0.14
388377,FORD,FOCUS-TIT.1.5ECO/134KW/5T,140,PETROL,,0.14
388459,FORD,FOCUS-TIT.1.5TD/88KW,99,Diesel,,0.099
388469,FORD,FOCUS-TIT.1.5TD/88KW/5T,99,Diesel,,0.099
388379,FORD,FOCUS-TIT.1.6TI/92KW/5T,146,PETROL,,0.146
388398,FORD,FOCUS-TIT.-2.0TD/110,105,Diesel,,0.105
388422,FORD,FOCUS-TIT.2.0TD/110/TRAV.,115,Diesel,,0.115
388419,FORD,FOCUS-TIT.2.0TD/110KW/TRA,115,Diesel,,0.115
388325,FORD,FOCUS-TIT.ECO.1.0/92KW-TR,125,PETROL,,0.125
388364,FORD,"FOCUS-TIT/1,5ECO/110/A6",140,PETROL,,0.14
388328,FORD,FOCUS-TIT/1.0ECO/92/A6,125,PETROL,,0.125
388366,FORD,FOCUS-TIT/1.5ECO/110/A6,140,PETROL,,0.14
388372,FORD,FOCUS-TIT/1.5ECO/110/M6,128,PETROL,,0.128
388376,FORD,FOCUS-TIT/1.5ECO/134/M6,127,PETROL,,0.127
388498,FORD,FOCUS-TIT/1.5TD/88/M6,98,Diesel,,0.098
388476,FORD,FOCUS-TIT/1.5TD/88/PS,99,Diesel,,0.099
388381,FORD,FOCUS-TIT/1.6/92/PS,146,PETROL,,0.146
388453,FORD,FOCUS-TIT/1.6TI/63/M5,139,PETROL,,0.139
388402,FORD,FOCUS-TIT/2.0TD/110/M6,105,Diesel,,0.105
388408,FORD,FOCUS-TIT/2.0TD/110/PS,115,Diesel,,0.115
319593,FORD,FOCUS-TITANIUM,203,E85,,0.203
270643,FORD,FOCUS-TITANIUM-AUTO,146,PETROL,,0.146
334176,FORD,FOCUS-TITANIUM-TDCI,109,diesel,,0.109
270644,FORD,FOCUS-TITANIUM-TDCI-AUTO,115,diesel,,0.115
289037,FORD,FOCUS-TITANIUM-X,128,PETROL,,0.128
334278,FORD,FOCUS-TITANIUM-X-AUTO,140,PETROL,,0.14
334275,FORD,FOCUS-TITANIUM-X-TDCI,105,diesel,,0.105
289027,FORD,FOCUS-TITANIUM-X-TDCI-AUTO,115,diesel,,0.115
388326,FORD,FOCUS-TR.1.0EC/92KW/TRAV.,125,PETROL,,0.125
388352,FORD,FOCUS-TR.1.0ECO/74/M5,109,PETROL,,0.109
388322,FORD,FOCUS-TR.1.0ECO/92/M6,110,PETROL,,0.11
388478,FORD,FOCUS-TR.1.5TD/88KW/TRAV.,99,Diesel,,0.099
388449,FORD,FOCUS-TR.1.6TI/63KW/TRAV.,139,PETROL,,0.139
388340,FORD,FOCUS-TR/1.0ECO/74/M5,105,PETROL,,0.105
388311,FORD,FOCUS-TR/1.0ECO/92/A6,125,PETROL,,0.125
388305,FORD,FOCUS-TR/1.0ECO/92/M6,108,PETROL,,0.108
385110,FORD,FOCUS-TR/1.5ECON/77/M6,88,Diesel,,0.088
388519,FORD,FOCUS-TR/1.5TD/70/M6,98,Diesel,,0.098
388491,FORD,FOCUS-TR/1.5TD/88/M6,98,Diesel,,0.098
388484,FORD,FOCUS-TR/1.5TD/88/PS,99,Diesel,,0.099
388447,FORD,FOCUS-TR/1.6TI/63/M5,136,PETROL,,0.136
388481,FORD,FOCUS-TRAV/TIT.1.5TD/88KW,99,Diesel,,0.099
388515,FORD,FOCUS-TREND/1.5TD/70/M6,98,Diesel,,0.098
388346,FORD,FOCUS-TREND-1.0/74KW,109,PETROL,,0.109
388334,FORD,FOCUS-TREND-1.0ECO/74KW,105,PETROL,,0.105
388509,FORD,FOCUS-TREND1.5TD/70KW,99,Diesel,,0.099
388503,FORD,FOCUS-TREND-1.5TD/70KW,99,Diesel,,0.099
388460,FORD,FOCUS-TREND-1.5TD/88KW,99,Diesel,,0.099
388471,FORD,FOCUS-TREND-1.5TD/88KW/PS,99,Diesel,,0.099
388441,FORD,FOCUS-TREND-1.6TI/63KW,136,PETROL,,0.136
388378,FORD,FOCUS-TREND-5T-1.6TI/92KW,146,PETROL,,0.146
385107,FORD,FOCUS-TRENDECO.1.5/77KW,88,Diesel,,0.088
388432,FORD,FOCUS-TR-ST-2.0L/132KW,110,Diesel,,0.11
388389,FORD,FOCUS-TR-ST-2.0L/184KW,159,PETROL,,0.159
388477,FORD,FOCUS-TR-TIT-70KW-AUT,109,Diesel,,0.109
388324,FORD,FOCUS-TR-TITANIUM-1.0/92,125,PETROL,,0.125
388367,FORD,FOCUS-TR-TITANIUM-1.5/110,128,PETROL,,0.128
388382,FORD,FOCUS-TR-TITANIUM-1.6/92,146,PETROL,,0.146
388410,FORD,FOCUS-TR-TITANIUM-2.0/110,105,Diesel,,0.105
388418,FORD,FOCUS-TR-TITANIUM-2.0-AUT,115,Diesel,,0.115
388342,FORD,FOCUS-TR-TREND-1.0L/74KW,109,PETROL,,0.109
388316,FORD,FOCUS-TR-TREND-1.0L/92KW,110,PETROL,,0.11
388505,FORD,FOCUS-TR-TREND-1.5L/70KW,98,Diesel,,0.098
388462,FORD,FOCUS-TR-TREND-1.5L/88KW,98,Diesel,,0.098
388448,FORD,FOCUS-TR-TREND-1.6L/63KW,139,PETROL,,0.139
385106,FORD,FOCUS-TR-TREND-ECO-1.5L,88,Diesel,,0.088
334030,FORD,FOCUS-ZETEC,146,PETROL,,0.146
226260,FORD,FOCUS-ZETEC-AUTO,146,PETROL,,0.146
276897,FORD,FOCUS-ZETEC-S,128,PETROL,,0.128
276853,FORD,FOCUS-ZETEC-S-AUTO,146,PETROL,,0.146
245392,FORD,FOCUS-ZETEC-S-BLACK-EDITION,127,PETROL,,0.127
289038,FORD,FOCUS-ZETEC-S-BLACK-ED-TDCI,105,diesel,,0.105
226024,FORD,FOCUS-ZETEC-S-RED-EDITION,127,PETROL,,0.127
334044,FORD,FOCUS-ZETEC-S-RED-EDITION-TDCI,105,diesel,,0.105
276893,FORD,FOCUS-ZETEC-S-TDCI,109,diesel,,0.109
289030,FORD,FOCUS-ZETEC-S-TDCI-AUTO,109,diesel,,0.109
315264,FORD,FOCUS-ZETEC-TDCI,109,diesel,,0.109
315106,FORD,FOCUS-ZETEC-TDCI-AUTO,109,diesel,,0.109
460732,FORD,FOKUS-RS,175,PETROL,,0.175
319649,FORD,FORD,294,PETROL,,0.294
192620,FORD,FORD-ECOSPORT,154,PETROL,,0.154
70685,FORD,FORD-EDGE,278,PETROL,,0.278
325495,FORD,FORD-FIESTA,194,PETROL,,0.194
319592,FORD,FORD-FOCUS,185,PETROL,,0.185
109969,FORD,FORD-FUSION,227,PETROL,,0.227
218988,FORD,"FORD-KA-AMBIENTE-1,2I",119,PETROL,,0.119
319680,FORD,FORD-MUSTANG,359,PETROL,,0.359
212373,FORD,FOΫUS,98,Diesel,,0.098
239590,FORD,FREEDOM-GRAND-RE,124,diesel,,0.124
333977,FORD,FREEDOM-GRAND-RS,130,diesel,,0.13
334072,FORD,FREEDOM-GRAND-RS-AUTO,129,diesel,,0.129
270617,FORD,FREEDOM-RE,130,diesel,,0.13
333941,FORD,FREEDOM-RE-AUTO,129,diesel,,0.129
251810,FORD,FREEDOM-RS,130,diesel,,0.13
333943,FORD,FREEDOM-RS-AUTO,129,diesel,,0.129
218568,FORD,FUSION,220,PETROL,,0.22
110191,FORD,FUSION-PLATINUM-HYBRID,156,PETROL,,0.156
109858,FORD,FUSION-SE,227,PETROL,,0.227
110080,FORD,FUSION-TITANIUM-ECOBOOST,247,PETROL,,0.247
336871,FORD,GALAXY,184,PETROL,,0.184
25241,FORD,GALAXY-/-1.5-/-118-EB-M6,149,PETROL,,0.149
25244,FORD,GALAXY-/-2.0-/-177-EB-A6,184,PETROL,,0.184
25245,FORD,GALAXY-/-2.0-/-TDCI-110-A6,139,Diesel,,0.139
25249,FORD,GALAXY-/-2.0-/-TDCI-110-M6,130,Diesel,,0.13
25256,FORD,GALAXY-/-2.0-/-TDCI-132-A6,134,Diesel,,0.134
25259,FORD,GALAXY-/-2.0-/-TDCI-132-A6-AWD,152,Diesel,,0.152
25260,FORD,GALAXY-/-2.0-/-TDCI-132-M6,130,Diesel,,0.13
25262,FORD,GALAXY-/-2.0-/-TDCI-154-A6,147,Diesel,,0.147
440872,FORD,GALAXY-2.0-TDCI,139,Diesel,,0.139
393200,FORD,"GALAXY-BUSINESS+-1,6D",139,Diesel,,0.139
397523,FORD,"GALAXY-BUSINESS+-2,0D",139,Diesel,,0.139
397528,FORD,"GALAXY-TIT.1,5ECO/118/M6",149,PETROL,,0.149
397464,FORD,GALAXY-TIT.132KW,152,Diesel,,0.152
393199,FORD,"GALAXY-TIT.2,0ECO/177/A6",184,PETROL,,0.184
393197,FORD,GALAXY-TIT.2.0ECO/177/A6,184,PETROL,,0.184
393239,FORD,"GALAXY-TIT.2.0TD/110,3/M6",143,Diesel,,0.143
397360,FORD,"GALAXY-TIT.2.0TD/110,3/PS",137,Diesel,,0.137
397398,FORD,GALAXY-TIT.2.0TD/132/M6,132,Diesel,,0.132
397465,FORD,GALAXY-TIT.2.0TD/132/PS,152,Diesel,,0.152
397491,FORD,"GALAXY-TIT.2.0TD/154,5/PS",147,Diesel,,0.147
